Country,2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote
Nepal,26.09 ,22.96 , 29.57,,21.00 ,18.59 , 23.65,,17.93 ,16.00 , 20.02,,15.56 ,13.95 , 17.35,,13.67 ,12.21 , 15.21,,11.96 ,10.72 , 13.25,,10.20 ,9.15 , 11.23,,8.81 ,7.97 , 9.65,,7.90 ,7.11 , 8.62,,7.10 ,6.36 , 7.79,,6.27 ,5.62 , 6.92,,5.61 ,5.02 , 6.19,,5.01 ,4.46 , 5.51,,4.52 ,4.03 , 4.97,,4.19 ,3.75 , 4.58,,3.89 ,3.48 , 4.24,,3.50 ,3.13 , 3.82,,3.09 ,2.76 , 3.37,,2.76 ,2.47 , 3.01,,2.48 ,2.23 , 2.71,,2.17 ,1.95 , 2.35,,1.84 ,1.64 , 1.99,,1.63 ,1.46 , 1.78,
Netherlands,8.20 ,7.23 , 9.24,"Children estimates were not available at the time of publication.",7.91 ,7.04 , 8.79,"Children estimates were not available at the time of publication.",7.64 ,7.00 , 8.32,"Children estimates were not available at the time of publication.",7.31 ,6.81 , 7.85,"Children estimates were not available at the time of publication.",7.07 ,6.70 , 7.44,"Children estimates were not available at the time of publication.",6.69 ,6.37 , 7.02,"Children estimates were not available at the time of publication.",6.38 ,6.02 , 6.75,"Children estimates were not available at the time of publication.",6.07 ,5.69 , 6.47,"Children estimates were not available at the time of publication.",5.73 ,5.37 , 6.10,"Children estimates were not available at the time of publication.",5.38 ,5.08 , 5.68,"Children estimates were not available at the time of publication.",5.02 ,4.78 , 5.29,"Children estimates were not available at the time of publication.",4.63 ,4.42 , 4.83,"Children estimates were not available at the time of publication.",4.18 ,3.96 , 4.39,"Children estimates were not available at the time of publication.",3.75 ,3.52 , 3.98,"Children estimates were not available at the time of publication.",3.33 ,3.09 , 3.59,"Children estimates were not available at the time of publication.",2.94 ,2.71 , 3.17,"Children estimates were not available at the time of publication.",2.54 ,2.33 , 2.75,"Children estimates were not available at the time of publication.",2.13 ,1.91 , 2.36,"Children estimates were not available at the time of publication.",1.69 ,1.40 , 1.98,"Children estimates were not available at the time of publication.",1.25 ,0.87 , 1.65,"Children estimates were not available at the time of publication.",0.83 ,0.30 , 1.37,"Children estimates were not available at the time of publication.",0.52 ,0.19 , 0.87,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
New Zealand,7.14 ,5.50 , 8.61,"Children estimates were not available at the time of publication.",7.30 ,5.59 , 8.85,"Children estimates were not available at the time of publication.",7.46 ,5.77 , 9.06,"Children estimates were not available at the time of publication.",7.67 ,5.89 , 9.10,"Children estimates were not available at the time of publication.",7.67 ,6.01 , 9.08,"Children estimates were not available at the time of publication.",7.64 ,6.03 , 9.07,"Children estimates were not available at the time of publication.",7.53 ,5.91 , 8.92,"Children estimates were not available at the time of publication.",7.35 ,5.74 , 8.65,"Children estimates were not available at the time of publication.",7.08 ,5.57 , 8.30,"Children estimates were not available at the time of publication.",6.83 ,5.37 , 7.94,"Children estimates were not available at the time of publication.",6.53 ,5.14 , 7.74,"Children estimates were not available at the time of publication.",6.17 ,4.86 , 7.48,"Children estimates were not available at the time of publication.",5.74 ,4.54 , 7.10,"Children estimates were not available at the time of publication.",5.32 ,4.14 , 6.54,"Children estimates were not available at the time of publication.",4.87 ,3.78 , 5.99,"Children estimates were not available at the time of publication.",4.48 ,3.50 , 5.45,"Children estimates were not available at the time of publication.",4.02 ,3.15 , 4.95,"Children estimates were not available at the time of publication.",3.58 ,2.81 , 4.49,"Children estimates were not available at the time of publication.",3.13 ,2.46 , 4.01,"Children estimates were not available at the time of publication.",2.64 ,2.00 , 3.54,"Children estimates were not available at the time of publication.",2.25 ,1.62 , 3.13,"Children estimates were not available at the time of publication.",1.80 ,1.21 , 2.81,"Children estimates were not available at the time of publication.",1.37 ,0.76 , 2.41,"Children estimates were not available at the time of publication."
Nicaragua,17.04 ,11.16 , 29.09,,14.84 ,10.63 , 24.78,,13.45 ,10.33 , 19.72,,12.49 ,10.07 , 17.28,,11.88 ,9.63 , 15.82,,11.37 ,9.20 , 14.91,,10.87 ,8.74 , 14.05,,10.32 ,8.26 , 13.19,,9.80 ,7.80 , 12.58,,8.98 ,7.02 , 11.59,,8.56 ,6.59 , 11.14,,8.04 ,6.13 , 10.57,,7.54 ,5.67 , 9.95,,7.26 ,5.36 , 9.65,,6.87 ,5.08 , 9.21,,6.44 ,4.69 , 8.62,,6.09 ,4.39 , 8.25,,5.74 ,4.11 , 7.95,,5.26 ,3.66 , 7.35,,4.88 ,3.36 , 6.84,,4.77 ,3.26 , 6.80,,4.62 ,3.13 , 6.59,,4.39 ,2.95 , 6.30,
Niger,11.94 ,10.11 , 14.10,,10.24 ,8.67 , 12.21,,8.86 ,7.40 , 10.51,,7.55 ,6.43 , 8.89,,6.79 ,5.83 , 8.02,,6.38 ,5.49 , 7.51,,5.63 ,4.88 , 6.73,,5.05 ,4.46 , 5.99,,4.68 ,4.11 , 5.51,,4.41 ,3.91 , 5.15,,3.40 ,2.89 , 4.13,,3.79 ,3.33 , 4.53,,4.01 ,3.53 , 4.71,,4.08 ,3.57 , 4.83,,4.05 ,3.55 , 4.83,,4.62 ,4.01 , 5.46,,4.16 ,3.56 , 5.06,,4.76 ,4.10 , 5.69,,4.70 ,4.01 , 5.65,,4.71 ,3.99 , 5.78,,4.74 ,3.94 , 5.82,,4.65 ,3.87 , 5.76,,4.47 ,3.65 , 5.62,
Nigeria,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
North Macedonia,17.14 ,11.43 , 22.86,,17.07 ,12.20 , 21.95,,17.02 ,12.77 , 21.28,,18.18 ,12.73 , 21.82,,17.19 ,12.50 , 20.31,,17.81 ,13.70 , 20.55,,17.65 ,14.12 , 20.00,,16.16 ,14.14 , 19.19,,16.52 ,13.91 , 18.26,,15.79 ,13.53 , 18.05,,15.69 ,13.73 , 18.30,,15.34 ,12.50 , 18.18,,14.85 ,11.88 , 18.81,,14.22 ,10.78 , 18.53,,13.64 ,10.23 , 18.94,,13.04 ,9.70 , 19.40,,12.20 ,8.33 , 19.05,,11.20 ,7.47 , 19.47,,10.82 ,6.73 , 19.95,,10.24 ,5.88 , 20.48,,9.92 ,5.36 , 21.63,,9.80 ,5.08 , 22.14,,9.35 ,5.51 , 19.03,
Norway,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Oman,10.62 ,9.47 , 11.48,,10.26 ,9.18 , 11.07,,9.90 ,8.88 , 10.66,,9.58 ,8.62 , 10.30,,9.18 ,8.39 , 9.98,,9.03 ,8.28 , 9.68,,8.88 ,8.06 , 9.59,,8.72 ,7.95 , 9.40,,8.53 ,7.80 , 9.17,,8.23 ,7.53 , 8.92,,6.77 ,6.05 , 7.28,,6.68 ,6.01 , 7.23,,6.49 ,5.87 , 7.01,,6.57 ,5.96 , 7.09,,6.82 ,6.19 , 7.36,,6.56 ,5.96 , 7.15,,6.53 ,5.92 , 7.06,,6.78 ,6.14 , 7.38,,6.83 ,6.20 , 7.43,,6.88 ,6.24 , 7.45,,6.92 ,6.26 , 7.55,,6.31 ,5.74 , 6.88,,6.12 ,5.50 , 6.67,
Pakistan,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Panama,11.24 ,10.10 , 12.16,,10.57 ,9.51 , 11.43,,10.00 ,9.02 , 10.84,,9.51 ,8.59 , 10.31,,9.10 ,8.13 , 9.85,,8.62 ,7.74 , 9.34,,8.28 ,7.44 , 9.00,,8.00 ,7.18 , 8.69,,7.66 ,6.88 , 8.33,,7.36 ,6.59 , 8.00,,7.07 ,6.29 , 7.75,,6.80 ,6.01 , 7.47,,6.58 ,5.76 , 7.25,,6.32 ,5.51 , 6.99,,6.15 ,5.35 , 6.83,,5.94 ,5.16 , 6.61,,5.76 ,5.01 , 6.46,,5.56 ,4.83 , 6.27,,5.40 ,4.67 , 6.13,,5.26 ,4.53 , 6.00,,5.15 ,4.40 , 5.90,,4.99 ,4.24 , 5.74,,4.90 ,4.13 , 5.68,
Papua New Guinea,22.85 ,19.45 , 28.06,,21.40 ,18.22 , 25.88,,19.91 ,16.88 , 23.52,,17.67 ,15.25 , 20.40,,15.90 ,13.68 , 18.21,,14.20 ,12.27 , 16.31,,12.34 ,10.79 , 14.28,,10.45 ,9.06 , 12.42,,9.01 ,7.82 , 10.90,,8.02 ,6.87 , 9.71,,7.93 ,6.82 , 9.57,,7.84 ,6.78 , 9.47,,7.56 ,6.60 , 9.18,,7.41 ,6.49 , 8.94,,7.28 ,6.41 , 8.81,,7.32 ,6.39 , 8.81,,7.46 ,6.43 , 8.90,,8.00 ,6.75 , 9.47,,8.70 ,7.42 , 10.37,,8.63 ,7.34 , 10.32,,9.04 ,7.67 , 10.95,,9.13 ,7.64 , 11.21,,9.03 ,7.41 , 11.19,
Paraguay,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Peru,8.47 ,7.21 , 10.29,,8.39 ,7.19 , 10.02,,8.06 ,6.85 , 9.61,,8.05 ,6.80 , 9.63,,7.97 ,6.69 , 9.55,,7.83 ,6.53 , 9.42,,7.51 ,6.11 , 9.04,,7.11 ,5.64 , 8.66,,6.52 ,5.05 , 8.13,,5.85 ,4.44 , 7.31,,5.32 ,4.03 , 6.79,,5.13 ,3.89 , 6.71,,5.33 ,4.04 , 7.02,,5.48 ,4.18 , 7.10,,5.82 ,4.44 , 7.64,,6.04 ,4.66 , 7.99,,6.36 ,5.04 , 8.36,,6.34 ,5.06 , 8.37,,6.03 ,4.77 , 8.02,,6.11 ,4.81 , 8.24,,5.77 ,4.49 , 7.96,,5.87 ,4.61 , 8.22,,5.45 ,4.26 , 7.93,
Philippines,25.83 ,21.93 , 29.43,,26.31 ,22.11 , 30.28,,26.97 ,22.80 , 30.91,,27.31 ,23.06 , 31.30,,27.04 ,22.63 , 31.09,,26.60 ,22.20 , 30.67,,26.26 ,21.77 , 30.42,,26.03 ,21.61 , 30.12,,26.65 ,22.03 , 30.92,,28.70 ,23.89 , 32.65,,28.08 ,23.40 , 31.77,,24.58 ,20.49 , 28.37,,22.17 ,18.37 , 25.65,,21.37 ,17.68 , 24.72,,20.62 ,17.04 , 23.87,,19.30 ,15.96 , 22.33,,17.95 ,14.80 , 20.74,,17.11 ,14.13 , 19.76,,16.40 ,13.56 , 18.92,,15.61 ,12.91 , 17.98,,15.15 ,12.50 , 17.47,,15.13 ,12.47 , 17.48,,14.82 ,12.23 , 17.11,
Poland,10.91 ,9.37 , 12.63,,9.59 ,8.02 , 10.84,,8.56 ,6.93 , 9.76,,7.84 ,6.20 , 8.88,,7.21 ,5.66 , 8.18,,6.83 ,5.43 , 7.83,,6.68 ,5.51 , 7.71,,6.56 ,5.51 , 7.55,,6.53 ,5.71 , 7.55,,6.55 ,5.62 , 7.64,,6.63 ,5.61 , 7.68,,6.69 ,5.63 , 7.79,,6.66 ,5.58 , 7.76,,6.68 ,5.75 , 7.86,,6.68 ,5.82 , 7.85,,6.66 ,5.88 , 7.78,,6.64 ,5.89 , 7.64,,6.63 ,5.89 , 7.53,,6.58 ,5.80 , 7.39,,6.53 ,5.65 , 7.62,,6.52 ,5.44 , 7.95,,6.48 ,5.08 , 8.26,,... ,... , ...,
Portugal,6.98 ,5.83 , 7.65,"Children estimates were not available at the time of publication.",6.45 ,5.38 , 7.07,"Children estimates were not available at the time of publication.",6.03 ,5.02 , 6.63,"Children estimates were not available at the time of publication.",5.69 ,4.73 , 6.31,"Children estimates were not available at the time of publication.",5.43 ,4.51 , 6.06,"Children estimates were not available at the time of publication.",5.21 ,4.32 , 5.80,"Children estimates were not available at the time of publication.",5.01 ,4.15 , 5.58,"Children estimates were not available at the time of publication.",4.79 ,3.97 , 5.37,"Children estimates were not available at the time of publication.",4.57 ,3.75 , 5.11,"Children estimates were not available at the time of publication.",4.33 ,3.55 , 4.87,"Children estimates were not available at the time of publication.",4.09 ,3.35 , 4.61,"Children estimates were not available at the time of publication.",3.85 ,3.12 , 4.33,"Children estimates were not available at the time of publication.",3.60 ,2.91 , 4.05,"Children estimates were not available at the time of publication.",3.33 ,2.69 , 3.77,"Children estimates were not available at the time of publication.",3.08 ,2.48 , 3.49,"Children estimates were not available at the time of publication.",2.82 ,2.24 , 3.20,"Children estimates were not available at the time of publication.",2.57 ,2.03 , 2.93,"Children estimates were not available at the time of publication.",2.32 ,1.83 , 2.67,"Children estimates were not available at the time of publication.",2.09 ,1.64 , 2.42,"Children estimates were not available at the time of publication.",1.86 ,1.46 , 2.20,"Children estimates were not available at the time of publication.",1.65 ,1.29 , 1.99,"Children estimates were not available at the time of publication.",1.44 ,1.10 , 1.76,"Children estimates were not available at the time of publication.",1.25 ,0.93 , 1.59,"Children estimates were not available at the time of publication."
Qatar,18.18 ,9.09 , 27.27,,15.38 ,7.69 , 30.77,,18.75 ,12.50 , 31.25,,15.79 ,10.53 , 26.32,,18.18 ,13.64 , 27.27,,17.24 ,10.34 , 20.69,,14.29 ,11.90 , 19.05,,15.52 ,12.07 , 18.97,,15.79 ,11.84 , 19.74,,16.84 ,12.63 , 21.05,,16.67 ,13.16 , 21.93,,17.04 ,13.33 , 22.22,,16.77 ,13.04 , 21.74,,15.74 ,12.69 , 21.32,,14.98 ,11.74 , 20.65,,14.71 ,11.11 , 20.59,,14.95 ,11.14 , 21.20,,14.95 ,10.51 , 21.50,,14.90 ,10.00 , 21.63,,14.93 ,9.71 , 21.76,,15.12 ,9.30 , 22.59,,13.88 ,8.27 , 21.27,,13.46 ,7.65 , 20.98,
Republic of Korea,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Republic of Moldova,15.04 ,10.99 , 27.00,,14.31 ,10.47 , 25.71,,14.49 ,10.60 , 26.04,,14.74 ,10.79 , 26.49,,14.50 ,10.61 , 26.05,,14.38 ,10.51 , 25.82,,13.89 ,10.16 , 24.95,,13.51 ,9.88 , 24.26,,12.79 ,9.36 , 22.98,,12.15 ,8.89 , 21.83,,11.46 ,8.39 , 20.60,,10.87 ,7.95 , 19.52,,10.14 ,7.41 , 18.21,,9.62 ,7.04 , 17.29,,8.70 ,6.36 , 15.63,,8.24 ,6.02 , 14.79,,7.84 ,5.73 , 14.07,,7.41 ,5.41 , 13.30,,7.13 ,5.21 , 12.80,,6.71 ,4.91 , 12.05,,6.53 ,4.77 , 11.73,,6.58 ,4.82 , 11.83,,6.43 ,4.70 , 11.55,
Romania,8.01 ,7.10 , 8.79,"Children estimates were not available at the time of publication.",8.01 ,7.13 , 8.72,"Children estimates were not available at the time of publication.",7.99 ,7.16 , 8.68,"Children estimates were not available at the time of publication.",7.89 ,7.08 , 8.64,"Children estimates were not available at the time of publication.",7.67 ,6.89 , 8.40,"Children estimates were not available at the time of publication.",6.69 ,5.91 , 7.44,"Children estimates were not available at the time of publication.",6.46 ,5.72 , 7.21,"Children estimates were not available at the time of publication.",6.21 ,5.45 , 7.00,"Children estimates were not available at the time of publication.",5.92 ,5.18 , 6.73,"Children estimates were not available at the time of publication.",5.67 ,4.88 , 6.46,"Children estimates were not available at the time of publication.",5.35 ,4.55 , 6.13,"Children estimates were not available at the time of publication.",5.00 ,4.18 , 5.75,"Children estimates were not available at the time of publication.",4.76 ,3.96 , 5.56,"Children estimates were not available at the time of publication.",4.56 ,3.76 , 5.34,"Children estimates were not available at the time of publication.",4.45 ,3.65 , 5.21,"Children estimates were not available at the time of publication.",4.25 ,3.47 , 4.97,"Children estimates were not available at the time of publication.",4.05 ,3.29 , 4.74,"Children estimates were not available at the time of publication.",3.85 ,3.10 , 4.53,"Children estimates were not available at the time of publication.",3.63 ,2.91 , 4.32,"Children estimates were not available at the time of publication.",3.44 ,2.70 , 4.12,"Children estimates were not available at the time of publication.",3.21 ,2.46 , 3.85,"Children estimates were not available at the time of publication.",3.00 ,2.27 , 3.63,"Children estimates were not available at the time of publication.",2.69 ,1.95 , 3.34,"Children estimates were not available at the time of publication."
Russian Federation,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Rwanda,10.62 ,9.80 , 11.59,,10.10 ,9.41 , 10.87,,9.65 ,8.76 , 10.47,,9.24 ,8.30 , 10.63,,8.52 ,7.85 , 10.30,,7.34 ,6.80 , 8.83,,6.76 ,6.26 , 8.14,,6.07 ,5.55 , 7.28,,5.50 ,4.99 , 6.55,,4.92 ,4.44 , 5.85,,4.74 ,4.25 , 5.67,,4.12 ,3.72 , 5.08,,3.98 ,3.55 , 4.88,,3.61 ,3.21 , 4.42,,3.31 ,2.97 , 4.12,,2.86 ,2.52 , 3.59,,2.46 ,2.11 , 3.10,,2.16 ,1.79 , 2.68,,1.87 ,1.50 , 2.39,,1.56 ,1.24 , 2.04,,1.38 ,1.10 , 1.87,,1.43 ,1.10 , 1.97,,1.30 ,0.97 , 1.78,
Saint Kitts and Nevis,11.58 ,9.47 , 13.68,,11.11 ,10.10 , 13.13,,11.76 ,9.80 , 12.75,,11.21 ,9.35 , 13.08,,10.71 ,9.82 , 12.50,,10.17 ,9.32 , 11.86,,10.48 ,8.87 , 12.10,,10.00 ,8.46 , 11.54,,9.49 ,8.03 , 11.68,,9.66 ,8.28 , 11.72,,9.21 ,7.89 , 11.18,,8.70 ,7.45 , 11.18,,8.88 ,7.10 , 11.24,,8.47 ,6.78 , 11.30,,8.11 ,5.95 , 10.81,,7.25 ,5.70 , 10.36,,7.00 ,5.00 , 10.50,,7.25 ,5.31 , 10.63,,7.48 ,5.14 , 10.75,,7.24 ,4.98 , 10.86,,6.99 ,4.37 , 10.48,,6.33 ,3.80 , 10.13,,6.10 ,3.66 , 10.16,
Sao Tome and Principe,7.69 ,5.83 , 10.41,,7.27 ,5.55 , 9.84,,6.61 ,5.03 , 8.98,,5.77 ,4.44 , 7.76,,5.60 ,4.29 , 7.35,,5.50 ,4.21 , 7.62,,5.18 ,3.86 , 7.04,,4.88 ,3.58 , 6.59,,4.41 ,3.19 , 6.11,,4.53 ,3.31 , 6.28,,4.23 ,3.00 , 6.00,,4.25 ,3.09 , 6.12,,3.92 ,2.77 , 5.68,,3.56 ,2.56 , 5.19,,3.07 ,2.17 , 4.64,,2.81 ,1.88 , 4.22,,2.90 ,1.94 , 4.27,,2.73 ,1.82 , 4.21,,2.44 ,1.52 , 3.96,,1.97 ,1.03 , 4.03,,1.92 ,0.87 , 4.09,,1.86 ,0.80 , 3.81,,1.53 ,0.72 , 3.51,
Saudi Arabia,8.54 ,6.40 , 10.27,,6.36 ,4.54 , 7.95,,4.45 ,3.02 , 5.90,,2.93 ,2.02 , 4.23,,1.91 ,1.36 , 2.77,,1.34 ,1.06 , 1.92,,1.13 ,0.97 , 1.47,,1.12 ,0.98 , 1.32,,1.19 ,1.07 , 1.34,,1.35 ,1.22 , 1.53,,1.56 ,1.41 , 1.74,,1.69 ,1.52 , 1.93,,2.04 ,1.80 , 2.33,,2.48 ,2.17 , 2.82,,3.13 ,2.75 , 3.57,,3.77 ,3.32 , 4.32,,4.61 ,4.03 , 5.30,,5.72 ,4.97 , 6.63,,7.03 ,6.07 , 8.13,,8.45 ,7.28 , 9.85,,10.16 ,8.75 , 11.82,,11.08 ,9.53 , 12.91,,12.15 ,10.81 , 14.35,
Senegal,17.81 ,15.67 , 20.45,,15.32 ,13.55 , 17.78,,13.01 ,11.48 , 15.11,,11.26 ,9.87 , 12.99,,9.83 ,8.69 , 11.31,,9.01 ,7.91 , 10.43,,8.43 ,7.29 , 9.86,,7.24 ,6.29 , 8.41,,6.15 ,5.20 , 7.29,,5.75 ,4.85 , 7.08,,5.56 ,4.66 , 6.92,,5.15 ,4.27 , 6.39,,4.91 ,3.95 , 6.07,,4.55 ,3.63 , 5.73,,4.21 ,3.41 , 5.23,,3.85 ,3.05 , 4.91,,4.03 ,3.19 , 5.11,,4.21 ,3.33 , 5.43,,3.92 ,3.15 , 5.21,,3.64 ,2.95 , 5.22,,3.54 ,2.85 , 6.10,,3.51 ,2.50 , 6.80,,3.56 ,1.90 , 5.10,
Serbia,10.52 ,8.33 , 13.19,"Children estimates were not available at the time of publication.",10.56 ,8.41 , 13.29,"Children estimates were not available at the time of publication.",10.67 ,8.56 , 13.56,"Children estimates were not available at the time of publication.",10.33 ,8.19 , 13.09,"Children estimates were not available at the time of publication.",9.91 ,7.72 , 12.51,"Children estimates were not available at the time of publication.",9.56 ,7.33 , 12.00,"Children estimates were not available at the time of publication.",9.29 ,7.10 , 11.61,"Children estimates were not available at the time of publication.",9.02 ,6.94 , 11.23,"Children estimates were not available at the time of publication.",8.76 ,6.72 , 10.75,"Children estimates were not available at the time of publication.",8.46 ,6.45 , 10.30,"Children estimates were not available at the time of publication.",8.18 ,6.31 , 9.94,"Children estimates were not available at the time of publication.",7.86 ,6.03 , 9.56,"Children estimates were not available at the time of publication.",7.57 ,5.81 , 9.20,"Children estimates were not available at the time of publication.",7.23 ,5.53 , 8.80,"Children estimates were not available at the time of publication.",6.95 ,5.32 , 8.62,"Children estimates were not available at the time of publication.",6.70 ,5.09 , 8.31,"Children estimates were not available at the time of publication.",6.47 ,4.91 , 7.99,"Children estimates were not available at the time of publication.",6.19 ,4.68 , 7.66,"Children estimates were not available at the time of publication.",5.97 ,4.48 , 7.37,"Children estimates were not available at the time of publication.",5.74 ,4.35 , 7.13,"Children estimates were not available at the time of publication.",5.54 ,4.21 , 6.92,"Children estimates were not available at the time of publication.",5.36 ,4.04 , 6.66,"Children estimates were not available at the time of publication.",5.15 ,3.91 , 6.43,"Children estimates were not available at the time of publication."
